subject,predicate,object
8501,hasDescription,Electric motors and generators (excluding generating sets)
8502,hasDescription,Electric generating sets and rotary converters
8503,hasDescription,Electric motors and generators; parts suitable for use solely or principally with the machines of heading no. 8501 or 8502
8504,hasDescription,"Electric transformers, static converters (e.g. rectifiers) and inductors"
8505,hasDescription,"Electro-magnets; permanent magnets, intended permanent magnets; electro-magnetic, permanent magnet chucks, clamps, similar; electromagnetic couplings, clutches, brakes; electro-magnetic lifting heads"
8506,hasDescription,Cells and batteries; primary
8507,hasDescription,"Electric accumulators, including separators therefor; whether or not rectangular (including square)"
8508,hasDescription,Vacuum cleaners
8509,hasDescription,"Electro-mechanical domestic appliances; with self-contained electric motor, other than vacuum cleaners of heading 85.08."
8510,hasDescription,"Shavers, hair clippers and hair removing appliances, with self-contained electric motor"
8511,hasDescription,Ignition or starting equipment; used for spark-ignition or compression-ignition internal combustion engines; generators and cut outs used in conjunction with such engines
8512,hasDescription,"Lighting or visual signalling equipment (excluding articles of heading no. 8539), windscreen wipers, defrosters and demisters; electrical, of a kind used for cycles or motor vehicles"
8513,hasDescription,"Lamps; portable, electric, designed to function by their own source of energy (e.g. dry batteries, accumulators, magnetos), excluding lighting equipment of heading no. 8512"
8514,hasDescription,Industrial or laboratory electric furnaces and ovens (including those functioning by induction or dielectric loss); other industrial or laboratory equipment for the heat treatment of materials by induction or dielectric loss
8515,hasDescription,"Electric (electrically heated gas) soldering, brazing, welding machines and apparatus, capable or not of cutting, electric machines and apparatus for hot spraying of metals or sintered carbides"
8516,hasDescription,"Electric water, space, soil heaters; electro-thermic hair-dressing apparatus; hand dryers, irons; electro-thermic appliances for domestic purposes; electro heating resistors, not of heading no. 8545"
8517,hasDescription,"Telephone sets, including smartphones and other telephones for cellular/wireless networks; other apparatus for the transmission or reception of voice, images or other data (including wired/wireless networks), excluding items of 8443, 8525, 8527, or 8528"
8518,hasDescription,"Microphones and their stands; loudspeakers, mounted or not in their enclosures; headphones and earphones, combined or not with a microphone, and sets of a microphone and one or more loudspeakers; audio-frequency and electric sound amplifiers and sets"
8519,hasDescription,Sound recording or reproducing apparatus
8521,hasDescription,Video recording or reproducing apparatus
8522,hasDescription,Sound or video recording apparatus; parts and accessories suitable for use solely or principally with the apparatus of heading 8519 or 8521
8523,hasDescription,"Discs, tapes, solid-state non-volatile storage devices, smart cards and other media for the recording of sound or of other phenomena, whether or not recorded, including matrices and masters for the production of discs, excluding products of Chapter 37"
8524,hasDescription,"Flat panel display modules, whether or not incorporating touch-sensitive screens"
8525,hasDescription,"Transmission apparatus for radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; television cameras, digital cameras and video camera recorders"
8526,hasDescription,"Radar apparatus, radio navigational aid apparatus and radio remote control apparatus"
8527,hasDescription,"Reception apparatus for radio-broadcasting, whether or not combined, in the same housing, with sound recording or reproducing apparatus or a clock."
8528,hasDescription,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus"
8529,hasDescription,Transmission apparatus; parts suitable for use solely or principally with the apparatus of heading no. 8524 to 8528
8530,hasDescription,"Signalling, safety or traffic control equipment; for railways, tramways, roads, inland waterways, parking facilities, port installations, airfields, excluding those of heading no. 8608"
8531,hasDescription,"Signalling apparatus; electric sound or visual (e.g. bells, sirens, indicator panels, burglar or fire alarms), excluding those of heading no. 8512 or 8530"
8532,hasDescription,"Electrical capacitors; fixed, variable or adjustable (pre-set)"
8533,hasDescription,"Electrical resistors (including rheostats and potentiometers), excluding heating resistors"
8534,hasDescription,Circuits; printed
8535,hasDescription,"Electrical apparatus for switching, protecting electrical circuits, for making connections to or in electrical circuits; for a voltage exceeding 1000 volts"
8536,hasDescription,"Electrical apparatus for switching, protecting electrical circuits, for making connections to or in electrical circuits, for a voltage not exceeding 1000 volts; connectors for optical fibres, optical fibre bundles or cables"
8537,hasDescription,"Boards, panels, consoles, desks, cabinets, bases with apparatus of heading no. 8535, 8536 for electricity control and distribution, (other than switching apparatus of heading no. 8517)"
8538,hasDescription,"Electrical apparatus; parts suitable for use solely or principally with the apparatus of heading no. 8535, 8536 and 8537"
8539,hasDescription,"Lamps; electric filament or discharge lamps, including sealed beam lamp units and ultra-violet or infra-red lamps, arc lamps, light-emitting diode (LED) light sources"
8540,hasDescription,"Thermionic, cold cathode or photo-cathode valves and tubes (e.g. vacuum, vapour, gas filled valves and tubes, mercury arc rectifying valves and tubes, cathode-ray and television camera tubes)"
8541,hasDescription,"Semiconductor devices (e.g. diodes, transistors, semiconductor based transducers); including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED) assembled with other LEDs or not, mounted piezo-electric crystals"
8542,hasDescription,Electronic integrated circuits
8543,hasDescription,"Electrical machines and apparatus; having individual functions, not specified or included elsewhere in this chapter"
8544,hasDescription,"Insulated wire, cable and other electric conductors, connector fitted or not; optical fibre cables of individually sheathed fibres, whether or not assembled with electric conductors or fitted with connectors"
8545,hasDescription,"Carbon electrodes, carbon brushes, lamp carbons, battery carbons and other articles of graphite or other carbon; with or without metal, of a kind used for electrical purposes"
8546,hasDescription,Electrical insulators of any material
8547,hasDescription,"Insulating fittings; for electrical machines, appliances, equipment, excluding insulators of heading no. 8546, electrical conduit tubing and joints therefore"
8548,hasDescription,Electrical parts of machinery or apparatus; not specified or elsewhere included in this chapter
8549,hasDescription,Electrical and electronic waste and scrap
8601,hasDescription,Rail locomotives; powered from an external source of electricity or by electric accumulators
8602,hasDescription,"Rail locomotives; (other than those of heading no. 8601), locomotive tenders"
8603,hasDescription,"Railway or tramway coaches, vans and trucks; self-propelled tenders, other than those of heading no. 8604"
8604,hasDescription,"Railway or tramway maintenance or service vehicles; whether or not self-propelled (e.g. workshops, cranes, ballast tampers, trackliners, testing coaches and track inspection vehicles)"
8605,hasDescription,"Railway or tramway coaches; passenger coaches, luggage vans, post office coaches and other special purpose railway or tramway coaches, not self-propelled (excluding those of heading no. 8604)"
8606,hasDescription,Railway or tramway goods vans and wagons; not self-propelled
8607,hasDescription,Railway or tramway locomotives or rolling stock; parts thereof
8608,hasDescription,"Railway or tramway track fixtures and fittings; mechanical (including electro-mechanical) signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields; parts thereof"
8609,hasDescription,Containers; (including containers for transport of fluids) specially designed and equipped for carriage by one or more modes of transport
8701,hasDescription,Tractors; (other than tractors of heading no 8709)
8702,hasDescription,Vehicles; public transport passenger type
8703,hasDescription,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars"
8704,hasDescription,Vehicles; for the transport of goods
8705,hasDescription,"Special purpose motor vehicles; not those for the transport of persons or goods (e.g. breakdown lorries, road sweeper lorries, spraying lorries, mobile workshops, mobile radiological units etc)"
8706,hasDescription,"Chassis; fitted with engines, for the motor vehicles of heading no. 8701 to 8705"
8707,hasDescription,Bodies; (including cabs) for the motor vehicles of heading no. 8701 to 8705
8708,hasDescription,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705"
8709,hasDescription,"Works trucks, self-propelled, (not fitted with lifting or handling equipment), for factories, warehouses etc, for short distance transport of goods, tractors used on railway station platforms; parts thereof"
8710,hasDescription,"Tanks and other armoured fighting vehicles; motorised, whether or not fitted with weapons, and parts of such vehicles"
8711,hasDescription,"Motorcycles (including mopeds) and cycles; fitted with an auxiliary motor, with or without side-cars; side-cars"
8712,hasDescription,"Bicycles and other cycles; including delivery tricycles, not motorised"
8713,hasDescription,Carriages for disabled persons; whether or not motorised or otherwise mechanically propelled
8714,hasDescription,Vehicles; parts and accessories of heading no. 8711 to 8713
8715,hasDescription,Baby carriages and parts thereof
8716,hasDescription,"Trailers and semi-trailers; other vehicles, not mechanically propelled; parts thereof"
8801,hasDescription,"Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft."
8802,hasDescription,"Aircraft n.e.c. in heading no. 8801, except unmanned aircraft of heading 8806, (e.g. helicopters, aeroplanes); spacecraft (including satellites) and suborbital and spacecraft launch vehicles"
8804,hasDescription,Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto
8805,hasDescription,"Aircraft launching gear, deck-arrestor or similar gear, ground flying trainers; parts of the foregoing articles"
8806,hasDescription,Unmanned aircraft
8807,hasDescription,"Aircraft; parts of goods of heading 8801, 8802 or 8806"
8901,hasDescription,"Cruise ships, excursion boats, ferry-boats, cargo ships, barges and similar vessels for the transport of persons or goods"
8902,hasDescription,"Fishing vessels, factory ships and other vessels; for processing or preserving fishery products"
8903,hasDescription,"Yachts and other vessels; for pleasure or sports, rowing boats and canoes"
8904,hasDescription,Tugs and pusher craft
8905,hasDescription,"Light-vessels, fire-floats, dredgers, floating cranes, other vessels; the navigability of which is subsidiary to main function; floating docks, floating, submersible drilling, production platforms"
8906,hasDescription,"Vessels; other, including warships and lifeboats, other than rowing boats"
8907,hasDescription,"Boats, floating structures, other (for e.g. rafts, tanks, coffer-dams, landing stages, buoys and beacons)"
8908,hasDescription,Vessels and other floating structures; for breaking up
9001,hasDescription,"Optical fibres and optical fibre bundles; optical fibre cables not of heading no. 8544; sheets, plates of polarising material; lenses, prisms, mirrors, of any material; unmounted; not non optical glass"
9002,hasDescription,"Lenses, prisms, mirrors and other optical elements, of any material, mounted, being parts or fittings for instruments or apparatus, other than such elements of glass not optically worked"
9003,hasDescription,"Frames and mountings; for spectacles, goggles or the like, and parts"
9004,hasDescription,"Spectacles, goggles and the like; corrective, protective or other"
9005,hasDescription,"Binoculars, monoculars, other optical telescopes, mountings therefore; other astronomical instruments, mountings therefore, but not including instruments for radio-astronomy"
9006,hasDescription,"Cameras, photographic (excluding cinematographic); photographic flashlight apparatus and flashbulbs other than discharge lamps of heading no. 8539"
9007,hasDescription,"Cinematographic cameras and projectors, whether or not incorporating sound recording or reproducing apparatus"
9008,hasDescription,"Image projectors, other than cinematographic; photographic (other than cinematographic) enlargers and reducers"
9010,hasDescription,"Photographic (including cinematographic) laboratory apparatus and equipment, n.e.c. in chapter 90; negatoscopes; projection screens"
9011,hasDescription,"Microscopes, compound optical; including those for photomicrography, cinephotomicrography or microprojection"
9012,hasDescription,Microscopes (excluding optical microscopes); diffraction apparatus
9013,hasDescription,"Lasers, other than laser diodes; other optical appliances and instruments n.e.c. in this chapter"
9014,hasDescription,Navigational instruments and appliances; direction finding compasses
9015,hasDescription,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses, rangefinders"
9016,hasDescription,"Balances; of a sensitivity of 5cg or better, with or without weights"
9017,hasDescription,"Drawing, marking-out, mathematical calculating instruments (drafting machines, protractors, drawing sets etc); instruments for measuring length (e.g. measuring rods, tapes, micrometers, callipers) n.e.c."
9018,hasDescription,"Instruments and appliances used in medical, surgical, dental or veterinary sciences, including scintigraphic apparatus, other electro-medical apparatus and sight testing instruments"
9019,hasDescription,"Mechano-therapy, massage appliances; psychological aptitude testing apparatus; ozone, oxygen, aerosol therapy, artificial respiration or other therapeutic respiration apparatus"
9020,hasDescription,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20
9021,hasDescription,"Orthopaedic appliances; including crutches, surgical belts and trusses; splints and other fracture appliances; artificial parts of the body; hearing aids and other which are worn, carried or implanted in the body to compensate for a defect or disability"
9022,hasDescription,"Apparatus based on the use of x-rays or of alpha, beta, gamma or other ionising radiations, whether or not for medical, surgical, dental or veterinary uses, including radiography or radiotherapy apparatus, x-ray tubes and other x-ray generators, high tens"
9023,hasDescription,"Instruments, apparatus and models, designed for demonstrational purposes (in education or exhibitions), unsuitable for other uses"
9024,hasDescription,"Machines and appliances for testing the hardness, strength, compressibility, elasticity of other mechanical properties of materials (e.g. metals, wood, textiles, paper, plastics)"
9025,hasDescription,"Hydrometers and similar floating instruments, thermometers, pyrometers, barometers, hygrometers and psychrometers, recording or not"
9026,hasDescription,"Instruments, apparatus for measuring or checking the flow, level, pressure of liquids, gases (e.g. flow meters, heat meters etc), not instruments and apparatus of heading no. 9014, 9015, 9028 or 9032"
9027,hasDescription,"Instruments and apparatus; for physical or chemical analysis (e.g. polarimeters, spectrometers), for measuring or checking viscosity, porosity, etc, for measuring quantities of heat, sound or light"
9028,hasDescription,"Gas, liquid or electricity supply or production meters, including calibrating meters therefor"
9029,hasDescription,"Revolution counter, production counters, taximeters, mileometers, pedometers and the like, speed indicators and tachometers, other than those of heading no. 9015, stroboscopes"
9030,hasDescription,"Instruments, apparatus for measuring, checking electrical quantities not meters of heading no. 9028; instruments, apparatus for measuring or detecting alpha, beta, gamma, x-ray, cosmic and other radiations"
9031,hasDescription,"Measuring or checking instruments, appliances and machines, n.e.c. or included in this chapter; profile projectors"
9032,hasDescription,Regulating or controlling instruments and apparatus; automatic type
9033,hasDescription,"Machines and appliances, instruments or apparatus of chapter 90; parts and accessories n.e.c. in chapter 90"
9101,hasDescription,"Wrist-watches, pocket-watches, stop-watches and other watches; with case of precious metal or of metal clad with precious metal"
9102,hasDescription,"Wrist-watches, pocket-watches, stop-watches and other watches, other than those of heading no. 9101"
9103,hasDescription,"Clocks; with watch movements, excluding clocks of heading no. 9104"
9104,hasDescription,"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, spacecraft or vessels"
9105,hasDescription,"Clocks, other, n.e.c."
9106,hasDescription,"Time of day recording apparatus and apparatus for measuring, recording or otherwise indicating intervals of time, with clock, watch movement or synchronous motor"
9107,hasDescription,"Time switches; with clock, watch movement or synchronous motor"
9108,hasDescription,Watch movements; complete and assembled
9109,hasDescription,Clock movements; complete and assembled
9110,hasDescription,"Watch or clock movements, complete, unassembled or partly assembled (movement sets); incomplete watch or clock movements, assembled; rough watch or clock movements"
9111,hasDescription,Watch cases and parts thereof
9112,hasDescription,Clock cases and cases of a similar type for other goods of this chapter and parts thereof
9113,hasDescription,"Watch straps, watch bands, watch bracelets and parts thereof"
9114,hasDescription,Clock or watch parts; n.e.c. in chapter 91
9201,hasDescription,"Pianos; including automatic pianos, harpsichords and other keyboard stringed instruments"
9202,hasDescription,"Musical instruments; string, n.e.c. in heading no. 9201, (e.g. guitars, violins, harps)"
9205,hasDescription,"Musical instruments; wind (e.g. keyboard pipe organs, accordions, clarinets, trumpets, bagpipes), other than fairground organs and mechanical street organs"
9206,hasDescription,"Musical instruments; percussion (e.g. drums, xylophones, cymbals, castanets, maracas)"
9207,hasDescription,"Musical instruments; the sound of which is produced or must be amplified, electrically (e.g. organs, guitars, accordions)"
9208,hasDescription,"Musical boxes, fairground and mechanical street organs, mechanical singing birds, musical saws and musical instruments n.e.c. in chapter 92; decoy calls of all kinds; whistles; call horns and other mouth-blown sound signalling instruments"
9209,hasDescription,"Musical instrument parts (for example, mechanisms for musical boxes) and accessories (for example, cards, discs and rolls for mechanical instruments); metronomes, tuning forks and pitch pipes"
9301,hasDescription,"Military weapons; other than revolvers, pistols and arms of heading no. 9307"
9302,hasDescription,Revolvers and pistols; other than those of heading no. 9303 or 9304
9303,hasDescription,"Firearms; other similar devices (e.g. sporting shotguns and rifles, muzzle-loading firearms, very pistols, devices for firing flares or blank ammunition, captive bolt humane killers, line throwing guns)"
9304,hasDescription,"Firearms; (e.g. spring, air or gas guns and pistols, truncheons), excluding those of heading no. 9307"
9305,hasDescription,Firearms; parts and accessories of articles of heading no. 9301 to 9304
9306,hasDescription,"Bombs, grenades, torpedoes, mines, missiles and similar munitions of war and parts thereof; cartridges and other ammunition, projectiles and parts thereof, including shot and cartridge wads"
9307,hasDescription,"Arms; swords, cutlasses, bayonets, lances and the like, parts thereof and scabbards and sheaths therefor"
9401,hasDescription,"Seats (not those of heading no. 9402), whether or not convertible into beds and parts thereof"
9402,hasDescription,"Furniture; medical, surgical, dental or veterinary (e.g. operating tables, hospital beds, dentists' chairs) barbers' chairs; parts"
9403,hasDescription,"Furniture and parts thereof, n.e.c. in chapter 94"
9404,hasDescription,"Mattress supports; articles of bedding (e.g. mattresses, quilts, eiderdowns, cushions pouffes and pillows), fitted with springs or stuffed, whether or not covered"
9405,hasDescription,"Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included"
9406,hasDescription,Buildings; prefabricated
9503,hasDescription,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (scale) models and similar recreational models, working or not; puzzles of all kinds"
9504,hasDescription,"Video game consoles and machines, articles for funfair, table or parlour games, including pintables, billiards, special tables for casino games and automatic bowling alley equipment"
9505,hasDescription,"Festive, carnival or other entertainment articles, including conjuring tricks and novelty jokes"
9506,hasDescription,"Gymnastics, athletics, other sports (including table tennis) or outdoor games equipment, n.e.c. in this chapter, swimming pools and paddling pools"
9507,hasDescription,"Fishing rods, fish-hooks and other line fishing tackle; fish landing nets and the like; decoy birds (not those of heading no. 9208 or 9705) and similar hunting or shooting requisites"
9508,hasDescription,"Travelling circuses and travelling menageries, amusement park rides and water park amusements, fairground amusements, including shooting galleries and travelling theatres"
9601,hasDescription,"Ivory, bone, tortoise-shell, horn, antlers, coral, mother-of-pearl and other animal carving material and articles of these materials; worked, (including articles obtained by moulding)"
9602,hasDescription,"Vegetable, mineral carving material and articles of these materials, moulded or carved articles of wax, stearin, natural gums, resins or modelling pastes, worked unhardened gelatin (not heading no. 3503)"
9603,hasDescription,"Brooms, brushes (including parts of machines), hand operated floor sweepers, mops and feather dusters; knots and tufts for broom or brush making; paint pads and rollers; squeegees"
9604,hasDescription,Hand sieves and hand riddles
9605,hasDescription,"Travel sets; for personal toilet, sewing, shoe or clothes cleaning"
9606,hasDescription,"Buttons, press-fasteners, snap-fasteners and press-studs, button moulds and other parts of these articles; button blanks"
9607,hasDescription,Slide fasteners and parts thereof
9608,hasDescription,"Pens; ball-point, felt tipped, other porous tipped pens; fountain pens, stylograph pens duplicating stylos, propelling or sliding pencils; parts of the foregoing, excluding those of heading no. 9609"
9609,hasDescription,"Pencils (not of heading no. 9608), crayons, pencil leads, pastels, drawing charcoals, writing or drawing chalks and tailors' chalks"
9610,hasDescription,"Slates and boards, with writing or drawing surfaces, whether or not framed"
9611,hasDescription,"Stamps; date, numbering, sealing stamps and the like (including devices for printing or embossing labels), designed for operating by hand; hand operated composing sticks and printing sets"
9612,hasDescription,"Typewriter, similar ribbons, inked, otherwise prepared for giving impressions, whether or not on spools or in cartridges; ink pads, whether or not inked, with or without boxes"
9613,hasDescription,"Cigarette lighters and other lighters, whether or not mechanical or electrical and parts thereof other than flints and wicks"
9614,hasDescription,"Smoking pipes (including pipe bowls) and cigar or cigarette holders, and parts thereof"
9615,hasDescription,"Combs, hair-slides and similar; hairpins, curling pins, curling grips and hair curlers and the like, other than those of heading no. 8516 and parts thereof"
9616,hasDescription,Scent sprays and similar toilet sprays and mounts and heads therefor; powder-puffs and pads for the application of cosmetics or toilet preparations
9617,hasDescription,"Vacuum flasks and other vacuum vessels, complete with cases; parts thereof other than glass inners"
9618,hasDescription,Tailors' dummies and other lay figures; automata and other animated displays used for shop window dressing
9619,hasDescription,"Sanitary towels (pads) and tampons, napkins (diapers), napkin liners and similar articles, of any material"
9620,hasDescription,"Monopods, bipods, tripods and similar articles"
9701,hasDescription,"Paintings, drawings and pastels, executed entirely by hand; not drawings of heading no. 4906 and not hand-painted, hand-decorated manufactured articles; collages, mosaics and similar decorative plaques"
9702,hasDescription,"Engravings, prints and lithographs; original"
9703,hasDescription,"Sculptures and statuary; original, in any material"
9704,hasDescription,"Stamps, postage or revenue; stamp-postmarks, first-day covers, postal stationery (stamped paper) and like, used or unused, other than those of heading 4907"
9705,hasDescription,"Collections and collectors' pieces; of archaeological, ethnographic, historical, zoological, botanical, mineralogical, anatomical, palaeontological or numismatic interest"
9706,hasDescription,Antiques; of an age exceeding one hundred years
9999,hasDescription,Commodities not specified according to kind
0101,hasDivision,010121
0101,hasDivision,010129
0101,hasDivision,010130
0101,hasDivision,010190
0102,hasDivision,010221
0102,hasDivision,010229
0102,hasDivision,010231
0102,hasDivision,010239
0102,hasDivision,010290
0103,hasDivision,010310
0103,hasDivision,010391
0103,hasDivision,010392
0104,hasDivision,010410
0104,hasDivision,010420
0105,hasDivision,010511
0105,hasDivision,010512
0105,hasDivision,010513
0105,hasDivision,010514
0105,hasDivision,010515
0105,hasDivision,010594
0105,hasDivision,010599
0106,hasDivision,010611
0106,hasDivision,010612
0106,hasDivision,010613
0106,hasDivision,010614
0106,hasDivision,010619
0106,hasDivision,010620
0106,hasDivision,010631
0106,hasDivision,010632
0106,hasDivision,010633
0106,hasDivision,010639
0106,hasDivision,010641
0106,hasDivision,010649
0106,hasDivision,010690
0201,hasDivision,020110
0201,hasDivision,020120
0201,hasDivision,020130
0202,hasDivision,020210
0202,hasDivision,020220
0202,hasDivision,020230
0203,hasDivision,020311
0203,hasDivision,020312
0203,hasDivision,020319
0203,hasDivision,020321
0203,hasDivision,020322
0203,hasDivision,020329
0204,hasDivision,020410
0204,hasDivision,020421
0204,hasDivision,020422
0204,hasDivision,020423
0204,hasDivision,020430
0204,hasDivision,020441
0204,hasDivision,020442
0204,hasDivision,020443
0204,hasDivision,020450
0205,hasDivision,020500
0206,hasDivision,020610
0206,hasDivision,020621
0206,hasDivision,020622
0206,hasDivision,020629
0206,hasDivision,020630
0206,hasDivision,020641
0206,hasDivision,020649
0206,hasDivision,020680
0206,hasDivision,020690
0207,hasDivision,020711
0207,hasDivision,020712
0207,hasDivision,020713
0207,hasDivision,020714
0207,hasDivision,020724
0207,hasDivision,020725
0207,hasDivision,020726
0207,hasDivision,020727
0207,hasDivision,020741
0207,hasDivision,020742
0207,hasDivision,020743
0207,hasDivision,020744
0207,hasDivision,020745
0207,hasDivision,020751
0207,hasDivision,020752
0207,hasDivision,020753
0207,hasDivision,020754
0207,hasDivision,020755
0207,hasDivision,020760
0208,hasDivision,020810
0208,hasDivision,020830
0208,hasDivision,020840
0208,hasDivision,020850
0208,hasDivision,020860
0208,hasDivision,020890
0209,hasDivision,020910
0209,hasDivision,020990
0210,hasDivision,021011
0210,hasDivision,021012
0210,hasDivision,021019
0210,hasDivision,021020
0210,hasDivision,021091
0210,hasDivision,021092
0210,hasDivision,021093
0210,hasDivision,021099
0301,hasDivision,030111
0301,hasDivision,030119
0301,hasDivision,030191
0301,hasDivision,030192
0301,hasDivision,030193
0301,hasDivision,030194
0301,hasDivision,030195
0301,hasDivision,030199
0302,hasDivision,030211
0302,hasDivision,030213
0302,hasDivision,030214
0302,hasDivision,030219
0302,hasDivision,030221
0302,hasDivision,030222
0302,hasDivision,030223
0302,hasDivision,030224
0302,hasDivision,030229
0302,hasDivision,030231
0302,hasDivision,030232
0302,hasDivision,030233
0302,hasDivision,030234
0302,hasDivision,030235
0302,hasDivision,030236
0302,hasDivision,030239
0302,hasDivision,030241
0302,hasDivision,030242
0302,hasDivision,030243
0302,hasDivision,030244
0302,hasDivision,030245
0302,hasDivision,030246
0302,hasDivision,030247
0302,hasDivision,030249
0302,hasDivision,030251
0302,hasDivision,030252
0302,hasDivision,030253
0302,hasDivision,030254
0302,hasDivision,030255
0302,hasDivision,030256
0302,hasDivision,030259
0302,hasDivision,030271
0302,hasDivision,030272
0302,hasDivision,030273
0302,hasDivision,030274
0302,hasDivision,030279
0302,hasDivision,030281
0302,hasDivision,030282
0302,hasDivision,030283
0302,hasDivision,030284
0302,hasDivision,030285
0302,hasDivision,030289
0302,hasDivision,030291
0302,hasDivision,030292
0302,hasDivision,030299
0303,hasDivision,030311
0303,hasDivision,030312
0303,hasDivision,030313
0303,hasDivision,030314
0303,hasDivision,030319
0303,hasDivision,030323
0303,hasDivision,030324
0303,hasDivision,030325
0303,hasDivision,030326
0303,hasDivision,030329
0303,hasDivision,030331
0303,hasDivision,030332
0303,hasDivision,030333
0303,hasDivision,030334
0303,hasDivision,030339
0303,hasDivision,030341
0303,hasDivision,030342
0303,hasDivision,030343
0303,hasDivision,030344
0303,hasDivision,030345
0303,hasDivision,030346
0303,hasDivision,030349
0303,hasDivision,030351
0303,hasDivision,030353
0303,hasDivision,030354
0303,hasDivision,030355
0303,hasDivision,030356
0303,hasDivision,030357
0303,hasDivision,030359
0303,hasDivision,030363
0303,hasDivision,030364
0303,hasDivision,030365
0303,hasDivision,030366
0303,hasDivision,030367
0303,hasDivision,030368
0303,hasDivision,030369
0303,hasDivision,030381
0303,hasDivision,030382
0303,hasDivision,030383
0303,hasDivision,030384
0303,hasDivision,030389
0303,hasDivision,030391
0303,hasDivision,030392
0303,hasDivision,030399
0304,hasDivision,030431
0304,hasDivision,030432
0304,hasDivision,030433
0304,hasDivision,030439
0304,hasDivision,030441
0304,hasDivision,030442
0304,hasDivision,030443
0304,hasDivision,030444
0304,hasDivision,030445
0304,hasDivision,030446
0304,hasDivision,030447
0304,hasDivision,030448
0304,hasDivision,030449
0304,hasDivision,030451
0304,hasDivision,030452
0304,hasDivision,030453
0304,hasDivision,030454
0304,hasDivision,030455
0304,hasDivision,030456
0304,hasDivision,030457
0304,hasDivision,030459
0304,hasDivision,030461
0304,hasDivision,030462
0304,hasDivision,030463
0304,hasDivision,030469
0304,hasDivision,030471
0304,hasDivision,030472
0304,hasDivision,030473
0304,hasDivision,030474
0304,hasDivision,030475
0304,hasDivision,030479
0304,hasDivision,030481
0304,hasDivision,030482
0304,hasDivision,030483
0304,hasDivision,030484
0304,hasDivision,030485
0304,hasDivision,030486
0304,hasDivision,030487
0304,hasDivision,030488
0304,hasDivision,030489
0304,hasDivision,030491
0304,hasDivision,030492
0304,hasDivision,030493
0304,hasDivision,030494
0304,hasDivision,030495
0304,hasDivision,030496
0304,hasDivision,030497
0304,hasDivision,030499
0305,hasDivision,030520
0305,hasDivision,030531
0305,hasDivision,030532
0305,hasDivision,030539
0305,hasDivision,030541
0305,hasDivision,030542
0305,hasDivision,030543
0305,hasDivision,030544
0305,hasDivision,030549
0305,hasDivision,030551
0305,hasDivision,030552
0305,hasDivision,030553
0305,hasDivision,030554
0305,hasDivision,030559
0305,hasDivision,030561
0305,hasDivision,030562
0305,hasDivision,030563
0305,hasDivision,030564
0305,hasDivision,030569
0305,hasDivision,030571
0305,hasDivision,030572
0305,hasDivision,030579
0306,hasDivision,030611
0306,hasDivision,030612
0306,hasDivision,030614
0306,hasDivision,030615
0306,hasDivision,030616
0306,hasDivision,030617
0306,hasDivision,030619
0306,hasDivision,030631
0306,hasDivision,030632
0306,hasDivision,030633
0306,hasDivision,030634
0306,hasDivision,030635
0306,hasDivision,030636
0306,hasDivision,030639
0306,hasDivision,030691
0306,hasDivision,030692
0306,hasDivision,030693
0306,hasDivision,030694
0306,hasDivision,030695
0306,hasDivision,030699
0307,hasDivision,030711
0307,hasDivision,030712
0307,hasDivision,030719
0307,hasDivision,030721
0307,hasDivision,030722
0307,hasDivision,030729
0307,hasDivision,030731
0307,hasDivision,030732
0307,hasDivision,030739
0307,hasDivision,030742
0307,hasDivision,030743
0307,hasDivision,030749
0307,hasDivision,030751
0307,hasDivision,030752
0307,hasDivision,030759
0307,hasDivision,030760
0307,hasDivision,030771
0307,hasDivision,030772
0307,hasDivision,030779
0307,hasDivision,030781
0307,hasDivision,030782
0307,hasDivision,030783
0307,hasDivision,030784
0307,hasDivision,030787
0307,hasDivision,030788
0307,hasDivision,030791
0307,hasDivision,030792
0307,hasDivision,030799
0308,hasDivision,030811
0308,hasDivision,030812
0308,hasDivision,030819
0308,hasDivision,030821
0308,hasDivision,030822
0308,hasDivision,030829
0308,hasDivision,030830
0308,hasDivision,030890
0309,hasDivision,030910
0309,hasDivision,030990
0401,hasDivision,040110
0401,hasDivision,040120
0401,hasDivision,040140
0401,hasDivision,040150
